,count,mean,std,min,25%,50%,75%,max
DongXe_z300,37486.0,5.335325188070213e-05,0.007304233605108038,0.0,0.0,0.0,0.0,1.0
DongXe_z4,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_z500,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_zace,37486.0,0.003948140639171958,0.06271090602681975,0.0,0.0,0.0,0.0,1.0
DongXe_zdx,37486.0,2.6676625940351065e-05,0.0051649420074528505,0.0,0.0,0.0,0.0,1.0
DongXe_zinger,37486.0,0.0006935922744491276,0.026327356391547225,0.0,0.0,0.0,0.0,1.0
DongXe_zt,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_zxs,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DiaDiem_An Giang,37486.0,0.00528197193618951,0.07248594948903027,0.0,0.0,0.0,0.0,1.0
DiaDiem_Bà Rịa - Vũng Tàu,37486.0,0.014138611748386064,0.11806389479398173,0.0,0.0,0.0,0.0,1.0
DiaDiem_Bình Dương,37486.0,0.051272475057354744,0.22055590230327102,0.0,0.0,0.0,0.0,1.0
DiaDiem_Bình Phước,37486.0,0.006188977218161447,0.07842727754267267,0.0,0.0,0.0,0.0,1.0
DiaDiem_Bình Thuận,37486.0,0.00325454836472283,0.05695649936382455,0.0,0.0,0.0,0.0,1.0
DiaDiem_Bình Định,37486.0,0.0035213146241263407,0.05923688526546156,0.0,0.0,0.0,0.0,1.0
DiaDiem_Bạc Liêu,37486.0,0.0004535026409859681,0.021291056082239287,0.0,0.0,0.0,0.0,1.0
DiaDiem_Bắc Giang,37486.0,0.005708797951235128,0.07534161534831156,0.0,0.0,0.0,0.0,1.0
DiaDiem_Bắc Kạn,37486.0,0.0002934428853438617,0.017127889612987068,0.0,0.0,0.0,0.0,1.0
DiaDiem_Bắc Ninh,37486.0,0.005868857706877235,0.0763843561387501,0.0,0.0,0.0,0.0,1.0
DiaDiem_Bến Tre,37486.0,0.0022675132049298405,0.04756502856980078,0.0,0.0,0.0,0.0,1.0
DiaDiem_Cao Bằng,37486.0,0.00021341300752280852,0.01460729798719998,0.0,0.0,0.0,0.0,1.0
DiaDiem_Cà Mau,37486.0,0.0006402390225684256,0.025295181072681736,0.0,0.0,0.0,0.0,1.0
DiaDiem_Cần Thơ,37486.0,0.018673638158245746,0.1353714233382193,0.0,0.0,0.0,0.0,1.0
DiaDiem_Gia Lai,37486.0,0.009470202208824628,0.09685436348549437,0.0,0.0,0.0,0.0,1.0
DiaDiem_Hà Giang,37486.0,0.0003201195112842128,0.017889258564434223,0.0,0.0,0.0,0.0,1.0
DiaDiem_Hà Nam,37486.0,0.0009070052819719362,0.03010326889110523,0.0,0.0,0.0,0.0,1.0
DiaDiem_Hà Nội,37486.0,0.2739422717814651,0.44598566073271384,0.0,0.0,0.0,1.0,1.0
DiaDiem_Hà Tĩnh,37486.0,0.003067811983140372,0.055303545119273094,0.0,0.0,0.0,0.0,1.0
DiaDiem_Hòa Bình,37486.0,0.001200448167315798,0.03462714365682439,0.0,0.0,0.0,0.0,1.0
DiaDiem_Hưng Yên,37486.0,0.0022408365789894896,0.047285038606450024,0.0,0.0,0.0,0.0,1.0
DiaDiem_Hải Dương,37486.0,0.011844421917515873,0.10818707788837549,0.0,0.0,0.0,0.0,1.0
DiaDiem_Hải Phòng,37486.0,0.018113429013498373,0.13336344014832627,0.0,0.0,0.0,0.0,1.0
DiaDiem_Hậu Giang,37486.0,0.0010670650376140426,0.032648963932998515,0.0,0.0,0.0,0.0,1.0
DiaDiem_Hồ Chí Minh,37486.0,0.3760070426292483,0.48438827990848926,0.0,0.0,0.0,1.0,1.0
DiaDiem_Khánh Hòa,37486.0,0.007149335752014085,0.08425207482313858,0.0,0.0,0.0,0.0,1.0
DiaDiem_Kiên Giang,37486.0,0.0022675132049298405,0.04756502856980078,0.0,0.0,0.0,0.0,1.0
DiaDiem_Kon Tum,37486.0,0.0015472443045403618,0.03930510847328224,0.0,0.0,0.0,0.0,1.0
DiaDiem_Lai Châu,37486.0,0.00024008963346315958,0.015493172491310716,0.0,0.0,0.0,0.0,1.0
DiaDiem_Long An,37486.0,0.00450834978391933,0.06699361383513865,0.0,0.0,0.0,0.0,1.0
DiaDiem_Lào Cai,37486.0,0.0006935922744491276,0.026327356391547225,0.0,0.0,0.0,0.0,1.0
DiaDiem_Lâm Đồng,37486.0,0.012271247932561489,0.11009535754878783,0.0,0.0,0.0,0.0,1.0
DiaDiem_Lạng Sơn,37486.0,0.0009870351597929894,0.03140202584016542,0.0,0.0,0.0,0.0,1.0
DiaDiem_Nam Định,37486.0,0.002801045723736862,0.05285143689367609,0.0,0.0,0.0,0.0,1.0
DiaDiem_Nghệ An,37486.0,0.008963346315957958,0.09425095073098465,0.0,0.0,0.0,0.0,1.0
DiaDiem_Ninh Bình,37486.0,0.0023475430827508935,0.04839519194514239,0.0,0.0,0.0,0.0,1.0
DiaDiem_Ninh Thuận,37486.0,0.0006669156485087766,0.025816441499459324,0.0,0.0,0.0,0.0,1.0
DiaDiem_Phú Thọ,37486.0,0.00474843941738249,0.06874603853816864,0.0,0.0,0.0,0.0,1.0
DiaDiem_Phú Yên,37486.0,0.0022408365789894896,0.047285038606450024,0.0,0.0,0.0,0.0,1.0
DiaDiem_Quảng Bình,37486.0,0.0005602091447473724,0.02366242267769158,0.0,0.0,0.0,0.0,1.0
DiaDiem_Quảng Nam,37486.0,0.004321613402336872,0.06559765126010414,0.0,0.0,0.0,0.0,1.0
DiaDiem_Quảng Ngãi,37486.0,0.001200448167315798,0.03462714365682439,0.0,0.0,0.0,0.0,1.0
DiaDiem_Quảng Ninh,37486.0,0.0027210158459158086,0.05209303514504947,0.0,0.0,0.0,0.0,1.0
DiaDiem_Quảng Trị,37486.0,0.0005068558928666702,0.022508054218053165,0.0,0.0,0.0,0.0,1.0
DiaDiem_Sóc Trăng,37486.0,0.0015739209304807128,0.03964196797990112,0.0,0.0,0.0,0.0,1.0
DiaDiem_Sơn La,37486.0,0.0008803286560315852,0.029657665815760827,0.0,0.0,0.0,0.0,1.0
DiaDiem_Thanh Hóa,37486.0,0.00901669956783866,0.09452849871541195,0.0,0.0,0.0,0.0,1.0
DiaDiem_Thái Bình,37486.0,0.004535026409859681,0.06719062716699112,0.0,0.0,0.0,0.0,1.0
DiaDiem_Thái Nguyên,37486.0,0.003681374379768447,0.06056335286430664,0.0,0.0,0.0,0.0,1.0
DiaDiem_Thừa Thiên Huế,37486.0,0.0034946379981859893,0.05901286643850181,0.0,0.0,0.0,0.0,1.0
DiaDiem_Tiền Giang,37486.0,0.004454996532038628,0.06659780669000813,0.0,0.0,0.0,0.0,1.0
DiaDiem_Trà Vinh,37486.0,0.0008002987782105319,0.028278607335414593,0.0,0.0,0.0,0.0,1.0
DiaDiem_Tuyên Quang,37486.0,0.0008002987782105319,0.02827860733541459,0.0,0.0,0.0,0.0,1.0
DiaDiem_Tây Ninh,37486.0,0.006829216240729873,0.08235750717081942,0.0,0.0,0.0,0.0,1.0
DiaDiem_Vĩnh Long,37486.0,0.0017073040601824682,0.04128479915893894,0.0,0.0,0.0,0.0,1.0
DiaDiem_Vĩnh Phúc,37486.0,0.0041615536466947664,0.06437659260243422,0.0,0.0,0.0,0.0,1.0
DiaDiem_Yên Bái,37486.0,0.0006135623966280745,0.024762921798160132,0.0,0.0,0.0,0.0,1.0
DiaDiem_Điện Biên,37486.0,0.0003467961372245638,0.018619482217639226,0.0,0.0,0.0,0.0,1.0
DiaDiem_Đà Nẵng,37486.0,0.026863362321933523,0.16168617590332093,0.0,0.0,0.0,0.0,1.0
DiaDiem_Đắk Lắk,37486.0,0.015685856052926425,0.12425868929711294,0.0,0.0,0.0,0.0,1.0
DiaDiem_Đắk Nông,37486.0,0.0008536520300912341,0.029205240317891564,0.0,0.0,0.0,0.0,1.0
DiaDiem_Đồng Nai,37486.0,0.03361254868484234,0.18023210537779571,0.0,0.0,0.0,0.0,1.0
DiaDiem_Đồng Tháp,37486.0,0.0033879314944245853,0.058108032916295745,0.0,0.0,0.0,0.0,1.0
XuatXu_Nhập khẩu,37486.0,0.4477671664087926,0.4972708795480418,0.0,0.0,0.0,1.0,1.0
XuatXu_Trong nước,37486.0,0.5522328335912073,0.4972708795480417,0.0,0.0,1.0,1.0,1.0
KieuDang_Convertible,37486.0,0.0001600597556421064,0.01265062867218139,0.0,0.0,0.0,0.0,1.0
KieuDang_Coupe,37486.0,0.00042682601504561704,0.02065563400915374,0.0,0.0,0.0,0.0,1.0
KieuDang_Coupe (2 cửa),37486.0,0.0034946379981859893,0.05901286643850181,0.0,0.0,0.0,0.0,1.0
KieuDang_Hatchback,37486.0,0.15197673798218,0.3590031298814163,0.0,0.0,0.0,0.0,1.0
KieuDang_Kiểu dáng khác,37486.0,0.02435575948354052,0.15415313939476388,0.0,0.0,0.0,0.0,1.0
KieuDang_Minivan,37486.0,0.0026943392199754576,0.051837741465817905,0.0,0.0,0.0,0.0,1.0
KieuDang_Minivan (MPV),37486.0,0.0914741503494638,0.2882860510516202,0.0,0.0,0.0,0.0,1.0
KieuDang_Mui trần,37486.0,0.0010937416635543936,0.03305411531005007,0.0,0.0,0.0,0.0,1.0
KieuDang_Offroad,37486.0,0.0001600597556421064,0.012650628672181388,0.0,0.0,0.0,0.0,1.0
KieuDang_Pick-up (bán tải),37486.0,0.0675452168809689,0.2509672105525062,0.0,0.0,0.0,0.0,1.0
KieuDang_Pickup,37486.0,0.004454996532038628,0.06659780669000812,0.0,0.0,0.0,0.0,1.0
KieuDang_SUV,37486.0,0.023422077575628236,0.15124183965199736,0.0,0.0,0.0,0.0,1.0
KieuDang_SUV / Cross over,37486.0,0.24134343488235607,0.4279038044422965,0.0,0.0,0.0,0.0,1.0
KieuDang_Sedan,37486.0,0.3731526436536307,0.4836486206713071,0.0,0.0,0.0,1.0,1.0
KieuDang_Van,37486.0,0.014111935122445712,0.11795405701246134,0.0,0.0,0.0,0.0,1.0
KieuDang_Wagon,37486.0,0.00013338312970175532,0.011548545210312407,0.0,0.0,0.0,0.0,1.0
NhienLieu_Dầu,37486.0,0.16387451315157658,0.3701666008847376,0.0,0.0,0.0,0.0,1.0
NhienLieu_Hỗn hợp,37486.0,0.0004535026409859681,0.021291056082239287,0.0,0.0,0.0,0.0,1.0
NhienLieu_Xăng,37486.0,0.8343381529104199,0.37178177308292587,0.0,1.0,1.0,1.0,1.0
NhienLieu_Điện,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
NhienLieu_Động cơ Hybrid,37486.0,0.001307154671077202,0.036131438437560434,0.0,0.0,0.0,0.0,1.0
HopSo_Bán tự động,37486.0,0.010377207490796564,0.10133999713326286,0.0,0.0,0.0,0.0,1.0
HopSo_Số sàn,37486.0,0.3554393640292376,0.478652623898652,0.0,0.0,0.0,1.0,1.0
HopSo_Tự động,37486.0,0.6341834284799659,0.4816648176119613,0.0,0.0,1.0,1.0,1.0
Tuoi,37486.0,5.203409272795177,5.91810186515888,0.0,1.0,3.0,8.0,39.0
